Toll Name,Detection time,Picture Time,Violation,Plate_1st_Recong,vehicle_model,is_target,LaneNr,Cross_lane,AVC,Axle_car_type,Width,Height,axle_length,Axle Number,Axle Begin Time
NH44P01SP,16:11:04.120,16:11:04.000,1,DL4CBE5756,"HYUNDAI, CRETA 1.5 MPI IVT S(O)",否,2,3,8,0,1302,1468,0,0,
NH44P01SP,17:23:51.889,17:23:51.600,0,HR98K9588,"KIA, SELTOS G1.4 7DCT X LINE",否,2,1,8,6,1831,1458,2187,2,23:52.2
NH44P01SP,16:14:07.509,16:14:07.400,1,HR45E6294,"BAJAJ, BAJAJ MAXIMA CNG",是,2,-1,8,0,1394,1907,0,0,
NH44P01SP,17:24:30.048,17:24:30.468,1,HR07X5802,"HONDA CARS INDIA LTD, CITY 1.5 VX MT (I VTEC)",否,2,-1,8,1,1774,1329,2457,2,24:30.9
NH44P01SP,16:16:28.559,,1,,,跳過,2,3,8,0,1388,1830,0,0,
NH44P01SP,17:24:36.018,17:24:35.800,1,PB08FU5479,"MARUTI SUZUKI INDIA LTD, BALENO SIGMA",否,2,1,8,6,1839,1277,2187,2,24:36.6
NH44P01SP,16:16:34.269,16:16:34.600,1,0,,跳過,2,-1,8,0,1320,1914,0,0,
NH44P01SP,17:25:46.627,17:25:46.400,0,HR05BN9751,"MARUTI SUZUKI INDIA LTD, BALENO DELTA AGS",否,2,-1,8,6,1658,1337,2241,2,25:47.2
NH44P01SP,16:18:23.798,16:18:23.400,1,0,,跳過,2,-1,8,0,1282,1925,0,0,
NH44P01SP,17:27:30.701,17:27:30.400,0,HR05BE6685,"HONDA CARS INDIA LTD, CITY 5TH GEN V MT (I-VTEC)",否,2,3,8,6,1912,1317,2133,2,27:31.3
NH44P01SP,16:22:10.940,16:22:11.200,1,0,,跳過,2,-1,8,0,1434,1873,0,0,
NH44P01SP,16:22:51.836,16:22:52.145,1,HP45TC2027,HP-45,否,3,2,8,0,1198,1853,0,0,
-27-31.786.jpg,17:27:31.000,/RSUData/T0RawData/20260516/NH44P01SP/enforcement/2/17/20260516_17-27-31.000.jpg,,,,,,,,,,,,,
NH44P01SP,17:28:59.129,17:28:59.277,1,0,,跳過,3,2,8,6,1146,1515,2898,2,28:59.8
NH44P01SP,16:23:22.153,16:23:22.600,1,HR47C8627,"TATA MOTORS LTD, LPT709HE",否,3,2,8,0,1400,1768,0,0,
NH44P01SP,17:32:32.023,17:32:32.400,0,HR06AZ1725,"MG MOTOR INDIA PVT LTD, ZS ASTOR VTI-TECH MT SHARP",否,1,2,8,6,1888,1453,2187,2,32:33.2
NH44P01SP,16:24:44.972,16:24:45.200,1,HR45D2566,"BAJAJ AUTO LTD, BAJAJ MAXIMA Z CNG",是,2,-1,8,0,1438,1869,0,0,
NH44P01SP,17:33:26.799,17:33:27.200,0,PB10JG8998,"MAHINDRA MAHINDRA LIMITED, SCORPIO-N D AT 2WD Z8 7S",否,2,1,8,6,2232,1579,2349,2,33:27.2
NH44P01SP,16:24:54.619,,1,,,跳過,2,3,8,0,1128,1423,0,0,
NH44P01SP,16:30:30.358,16:30:30.600,1,0,,跳過,1,2,8,0,1362,1390,0,0,
NH44P01SP,17:33:29.812,17:33:29.600,1,HR10AL8369,"HONDA, BRIO 1.2 SMT BS IV",否,2,1,8,6,1796,1378,2241,2,33:30.9
NH44P01SP,16:30:34.404,16:30:35.000,1,HR45733,"Visit the RTO: If your RC number isn’t digitized, visit your local RTO to update your records and request the digitization of your RC.",否,2,-1,8,0,1420,1827,0,0,
NH44P01SP,17:34:18.547,17:34:18.400,0,HR05BP4475,"MARUTI SUZUKI INDIA LTD, G VITARA SMART HYBRID DELTA",否,2,1,8,6,1655,1435,1746,2,34:18.9
NH44P01SP,16:31:11.286,16:31:11.600,1,HR45C2791,"BAJAJ AUTO LTD, BAJAJ MAXIMA Z LPG",是,3,-1,8,0,1196,1591,0,0,
NH44P01SP,17:35:26.239,17:35:26.000,0,HR14S3027,"HYUNDAI MOTOR INDIA LTD, VENUE 1.2 KAPPA MT S",否,2,-1,8,6,1846,1428,1746,2,35:26.3
NH44P01SP,16:32:25.029,16:32:25.600,1,HP715684,"MARUTI ALTO 800 LXI, MARUTI ALTO 800 LXI",否,2,-1,8,0,1442,1311,0,0,
NH44P01SP,17:36:39.306,17:36:39.640,1,HR45D8516,"MAHINDRA & MAHINDRA LIMITED, MAHINDRA ALFA DX CNG BSVI",是,2,-1,8,6,1550,1699,2682,2,36:40.2
NH44P01SP,16:32:48.812,16:32:49.091,1,0,,跳過,3,-1,8,0,1390,1390,0,0,
NH44P01SP,17:38:23.355,17:38:23.646,1,HR06T7488,"HONDA, SHINE (CBF 125)",否,2,-1,8,6,1448,1984,2844,2,38:24.5
NH44P01SP,16:33:36.403,16:33:36.600,1,HR05BA4666,"MARUTI SUZUKI INDIA LTD, MARUTI EECO 5 SEATER WITH AC",否,2,-1,8,0,1428,1659,0,0,
NH44P01SP,17:38:29.378,17:38:29.600,1,0,,跳過,3,2,8,6,1894,1841,2574,2,38:30.6
NH44P01SP,16:35:40.907,16:35:41.200,1,HR46G7270,"MAHINDRA, MAHINDRA ALFA LC PLUS CNG BSVI",是,2,3,8,0,1416,1734,0,0,
NH44P01SP,17:39:24.799,17:39:24.800,0,HR46E4240,"VE COMMERCIAL VEHICLES LTD, EICHER 40.40 RHD E CAB & TRACT",否,2,3,8,6,2664,3832,1629,2,39:25.4
NH44P01SP,17:40:58.828,17:40:58.600,0,DL1LAH0652,"TATA MOTORS LTD, ACE GOLD CNG + BSVI",否,2,1,8,6,1644,2338,2187,2,41:00.0
NH44P01SP,16:39:06.076,16:39:06.296,1,0,,跳過,2,-1,8,0,1354,1547,0,0,
NH44P01SP,17:43:52.769,17:43:53.000,0,HP34E0208,"MG MOTOR INDIA PVT LTD, HECTOR PR 1.5MT HYBRID SHARP",否,1,2,8,6,1957,1548,2133,2,43:54.1
NH44P01SP,16:39:21.399,16:39:21.200,1,HR45E2416,"BAJAJ, BAJAJ MAXIMA CNG",是,3,-1,8,0,1368,1637,0,0,
NH44P01SP,17:44:12.917,17:44:12.800,0,HR26CJ6086,"MARUTI SUZUKI INDIA LTD, SWIFT DZIRE VXI",否,2,3,8,6,1920,1358,2070,2,44:13.7
NH44P01SP,16:39:49.810,16:39:50.200,1,0,,跳過,3,2,8,0,1296,1685,0,0,
NH44P01SP,17:49:07.337,17:49:08.000,1,HR05BK3814,"HERO, SPLENDOR+ (DRS)",是,2,3,8,6,1443,1957,2133,2,49:08.3
NH44P01SP,16:40:10.844,16:40:10.200,1,HR10GV1394,"MARUTI SUZUKI INDIA LTD, ERTIGA SMART HYBRID VXI",否,2,1,8,0,1380,1361,0,0,
NH44P01SP,17:49:10.880,17:49:11.000,0,HR05BP1401,"JOHN DEERE INDIA PVT LTD(TRACTOR DEVISION), JOHN DEERE 5210 GEARPRO",否,2,-1,8,6,2304,2904,2295,2,49:12.4
NH44P01SP,16:43:32.114,16:43:31.800,1,HR60J7086,"MARUTI SUZUKI INDIA LTD, MARUTI ALTO 800 LXI",否,1,2,8,0,1352,1203,0,0,
NH44P01SP,17:50:53.849,17:50:54.000,1,HR69D7315,"PIAGGIO VEHICLES PVT LTD, APE AUTO DX",是,3,2,8,6,1416,1834,2133,2,50:53.8
NH44P01SP,16:45:39.537,16:45:39.400,1,HR67E6549,EICHER PRO 2095XP L CBC BSVI,否,3,2,8,0,1316,1605,0,0,
NH44P01SP,16:45:58.669,16:45:58.841,1,0,,跳過,3,-1,8,0,1236,1617,0,0,
4P01SP/axle/2/17/axle_20260516_17-51-58.157.jpg,17:51:57.989,/RSUData/T0RawData/20260516/NH44P01SP/enforcement/2/17/20260516_17-51-57.989.jpg,HR38AE3479,52:00.5,/RSUData/T0RawData/20260516/NH44P01SP/rear/2/17/20260516_17-52-00.462.jpg,34161FA820328EE813FA7DE0,51:57.7,,,,,,,,
NH44P01SP,17:52:26.366,17:52:26.400,1,HR31S1568,"MARUTI SUZUKI INDIA LTD, S-PRESSO VXI+",否,2,1,8,6,1546,1406,2403,2,52:26.5
NH44P01SP,16:47:34.900,16:47:34.400,1,PB01F5404,"TOYOTA, TOYOTA RUMION S CNG [MT]",否,2,-1,8,0,1433,1155,0,0,
NH44P01SP,16:49:45.005,16:49:46.200,1,HR36AM6387,"HONDA CARS INDIA LTD, AMAZE MMC 1.2 S MT (I-VTEC)",否,2,-1,8,0,1360,1766,0,0,
NH44P01SP,17:54:35.329,17:54:35.400,0,HR69E6387,"TATA MOTORS LTD, TATA ACE GOLD CNG BS VI",否,2,-1,8,6,1720,2110,2241,2,54:36.0
NH44P01SP,16:50:06.964,16:50:07.400,1,HR45D1226,"BAJAJ AUTO LTD, BAJAJ MAXIMA Z CNG",是,2,-1,8,0,1404,1645,0,0,
NH44P01SP,17:56:12.719,17:56:13.200,0,DL2CBF0810,"MAHINDRA & MAHINDRA LIMITED, XUV700 MX PET MT 7 SEATER",否,1,2,8,6,2020,1429,1800,2,56:14.2
NH44P01SP,17:58:40.299,17:58:40.400,1,0,,跳過,2,-1,8,6,1210,1728,1692,2,58:40.5
H44P01SP/rear/1/16/20260511_16-51-52.901.jpg,,,,,,,,,,,,,,,
NH44P01SP,16:53:40.893,,1,,,跳過,1,2,8,0,1196,1145,0,0,
NH44P01SP,17:59:06.515,17:59:06.800,0,DL1LAJ1738,"TATA MOTORS LTD, ACE GOLD CNG + BSVI",否,2,1,8,6,1474,2435,2070,2,59:07.7
NH44P01SP,16:54:19.166,,1,,,跳過,1,-1,8,0,1414,1383,0,0,
NH44P01SP,17:59:14.447,17:59:14.716,0,HR06BC0432,"MARUTI SUZUKI INDIA LTD, SWIFT VXI",否,2,-1,8,6,1602,1367,2241,2,59:14.6
NH44P01SP,16:55:10.041,,1,,,跳過,2,3,8,0,1192,1443,0,0,
NH44P01SP,17:59:29.886,17:59:30.000,0,HR42K9561,"SKODA AUTO VOLKSWAGEN INDIA PVT LTD, TAIGUN HIGHLINE 1.0 TSI MT",否,2,1,8,6,1734,1413,2133,2,59:30.8
NH44P01SP,16:57:15.254,16:57:15.619,1,DL10CD4494,"HYUNDAI, EON ERA + (S)",否,1,-1,8,0,1428,1209,0,0,
NH44P01SP,18:00:49.949,18:00:50.200,1,0,,跳過,2,3,8,6,1832,2150,1962,2,00:51.5
NH44P01SP,16:58:00.286,16:58:00.800,1,HR45C1390,"MARUTI SUZUKI INDIA LTD, MARUTI SUPER CARRY DIESEL STD.",否,2,3,8,0,1372,1812,0,0,
NH44P01SP,18:01:19.434,18:01:19.400,0,HR47F8254,"VE COMMERCIAL VEHICLES LTD, EICHER PRO 2110 L CBC BSVI",否,3,2,8,6,4120,3407,2187,2,01:19.9
NH44P01SP,16:59:15.945,16:59:16.200,1,HR60L1274,"MARUTI SUZUKI INDIA LTD, WAGON R LXI (O) CNG",否,2,1,8,0,1418,1343,0,0,
NH44P01SP,18:01:45.799,18:01:46.000,1,0,,跳過,2,3,8,6,1942,2092,2682,2,01:46.7
NH44P01SP,17:00:11.566,17:00:12.200,1,HP25C0329,"TATA MOTORS LTD, HARRIER XT+ 2.0L KRYOTEC BSVI",否,2,3,8,0,1313,1560,0,0,
NH44P01SP,18:01:57.193,18:01:57.200,0,PB01F3001,"TOYOTA, TOYOTA GLANZA E PETROL [MT]",否,2,-1,8,6,1899,1388,2295,2,01:57.3
NH44P01SP,17:00:38.634,17:00:39.200,1,HR13R5912,"MARUTI SUZUKI INDIA LTD, WAGON R LXI (O) CNG",否,1,-1,8,0,1442,1339,0,0,
NH44P01SP,18:02:46.655,18:02:46.917,1,0,,跳過,2,3,8,6,1888,2273,1692,2,02:47.8
NH44P01SP,18:03:56.509,18:03:56.600,0,HR38AC7881,"TATA MOTORS LTD, 1109G LPT DCR49CBC 85B6M5 XD",否,2,1,8,6,2562,3552,1746,2,03:56.7
NH44P01SP,17:02:10.570,17:02:10.800,1,HR67F7932,"MAHINDRA LAST MILE MOBILITY LTD, ALFA LC PLUS CNG DUO BSVI",是,3,-1,8,0,1405,1563,0,0,
g,18:04:29.800,/RSUData/T0RawData/20260516/NH44P01SP/enforcement/2/18/20260516_18-04-29.800.jpg,HR07AE7504,04:31.7,/RSUData/T0RawData/20260516/NH44P01SP/rear/2/18/20260516_18-04-31.694.jpg,,,,,,,,,,
NH44P01SP,18:05:16.289,18:05:16.400,1,0,,跳過,2,-1,8,6,1340,1932,1800,2,05:16.6
NH44P01SP,17:03:09.614,17:03:09.400,1,MJH4632244,,無資料,3,2,8,0,1306,1634,0,0,
NH44P01SP,18:05:23.346,18:05:23.769,0,CH01CZ0882,"TOYOTA, INNOVA HYCROSS(7S)",否,2,1,8,6,1908,1601,2187,2,05:23.5
NH44P01SP,17:08:39.154,17:08:39.400,1,0,,跳過,3,2,8,0,1388,1928,0,0,
NH44P01SP,18:05:35.896,18:05:36.164,0,DL10CR1744,"MAHINDRA & MAHINDRA LIMITED, THAR LX P AT 4WD 4S HT",否,2,1,8,6,1819,1663,2241,2,05:36.1
NH44P01SP,17:10:21.960,17:10:22.400,1,UP16AM5971,"MARUTI SUZUKI INDIA LTD, ALTO K10B VXI",否,2,1,8,0,1384,1155,0,0,
NH44P01SP,18:05:50.573,18:05:50.600,1,0,,跳過,2,3,8,6,1870,1931,1962,2,05:52.0
NH44P01SP,17:11:04.839,17:11:04.800,1,HR05AM5136,"HONDA, HONDA DREAM YUGA",否,2,3,8,0,1346,1848,0,0,
NH44P01SP,18:08:37.238,18:08:37.400,0,HR91C3365,"TATA, TATA NEXON PURE DMT",否,2,1,8,6,1836,1453,2016,2,08:37.9
NH44P01SP,17:13:33.093,17:13:33.400,1,PB34D7816,"MARUTI SUZUKI INDIA LTD, ALTO K10 VXI",否,1,-1,8,0,1410,1207,0,0,
NH44P01SP,18:08:41.385,18:08:41.400,0,HR51CG4718,"MAHINDRA & MAHINDRA LIMITED, MAHINDRA BOLERO NEO N8",否,2,1,8,6,1896,1619,2457,2,08:42.0
NH44P01SP,17:13:52.324,17:13:53.000,1,MH45CC0930,MH-45,否,3,2,8,0,1400,1833,0,0,
NH44P01SP,18:08:43.629,18:08:43.905,0,PB01F3988,"TOYOTA, TOYOTA RUMION S CNG [MT]",否,2,-1,8,6,1782,1502,2133,2,08:43.8
NH44P01SP,17:14:02.828,17:14:03.200,1,MH47BB1491,"MAHINDRA & MAHINDRA LIMITED, MAHINDRA BOLERO NEO N10 (R)",否,3,2,8,0,1398,1947,0,0,
NH44P01SP,18:08:52.079,18:08:52.200,0,HR47F6077,"TATA MOTORS LTD, TATA SIGNA 5530.S BSVI 4X2",否,2,3,8,6,2796,3109,1908,2,08:53.1
NH44P01SP,17:14:25.225,,1,,,跳過,2,-1,8,0,1230,1422,0,0,
NH44P01SP,18:09:53.572,18:09:53.983,1,HR60J0839,"MARUTI SUZUKI INDIA LTD, MARUTI ALTO 800 LXI",否,2,1,8,6,1448,1358,1692,2,09:53.9
NH44P01SP,17:16:02.336,17:16:02.800,1,HR51BG6354,"MARUTI SUZUKI INDIA LTD, ALTO K10 LXI",否,2,1,8,0,1368,1178,0,0,
NH44P01SP,18:11:31.865,18:11:32.400,1,HR05AT5783,"HERO MOTOCORP LTD, SPLENDOR PLUS A/W",是,2,-1,8,6,1798,2211,2574,2,11:33.5
NH44P01SP,17:20:04.226,17:20:04.600,1,HR36AF1973,"MARUTI SUZUKI INDIA LTD, MARUTI ALTO K10 GREEN LXI (O)",否,2,-1,8,0,1438,1176,0,0,
NH44P01SP,18:11:56.642,18:11:56.400,0,PB01F9483,"MARUTI SUZUKI INDIA LTD, TOUR S CNG",否,1,2,8,6,1774,1367,2241,2,11:56.6
NH44P01SP,17:20:08.598,17:20:08.695,1,MH49D7154,"PIAGGIO VEHICLES PVT LTD, OPEN BOX BODY",是,3,-1,8,0,1368,1632,0,0,
NH44P01SP,18:13:36.120,18:13:36.714,0,HR91C4951,"HYUNDAI, CRETA 1.5 CRDI MT SX TECH",否,2,1,8,6,1916,1459,2574,2,13:36.2
NH44P01SP,17:24:06.163,17:24:06.600,1,HR06BN5246,"MARUTI SUZUKI INDIA LTD, EECO 7 SEATER W/O AC",否,1,-1,8,0,1446,1438,0,0,
NH44P01SP,18:14:35.415,18:14:35.400,0,HR65A1194,"MAHINDRA & MAHINDRA LIMITED, MAHINDRA BOLERO MAXI TRUCK PLU",否,2,1,8,6,1632,2573,1800,2,14:37.3
NH44P01SP,17:24:23.517,17:24:23.800,1,0,,跳過,3,-1,8,0,1364,1784,0,0,
NH44P01SP,17:27:11.930,17:27:11.800,1,HR45D9487,"BAJAJ AUTO LTD, BAJAJ MAXIMA Z CNG",是,2,3,8,0,1208,1828,0,0,
NH44P01SP,18:16:30.196,18:16:30.200,0,HR06AE6262,"FORD INDIA PVT LTD, FORD ECOSPORT 1.5 DIESEL TITAN",否,2,1,8,6,1890,1452,2403,2,16:30.6
NH44P01SP,17:27:33.930,17:27:34.600,1,HR45C4986,"MARUTI SUZUKI INDIA LTD, MARUTI TOUR H2 CNG",否,3,2,8,0,1158,1720,0,0,
NH44P01SP,18:16:56.076,18:16:56.600,0,MH47G8505,"Visit the RTO: If your RC number isn’t digitized, visit your local RTO to update your records and request the digitization of your RC.",否,1,2,8,6,4976,3204,2187,2,16:58.5
NH44P01SP,17:28:29.140,17:28:29.200,1,HR06AQ7699,"HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD, ACTIVA 5G",是,2,-1,8,0,1439,1158,0,0,
NH44P01SP,18:17:54.820,18:17:54.600,1,HR91C9167,"GREAVES ELECTRIC MOBILITY LTD, MAGNUS EX",否,2,-1,8,6,2522,1913,2070,2,17:55.5
NH44P01SP,17:31:01.906,17:31:02.200,1,0,,跳過,3,-1,8,0,1154,1462,0,0,
NH44P01SP,18:19:16.244,18:19:16.000,1,HR05AS9508,"MARUTI SUZUKI INDIA LTD, MARUTI SWIFT VDI BS IV",否,2,3,8,6,1242,1636,2952,2,19:15.8
NH44P01SP,17:31:28.674,17:31:28.600,1,HR26AQ1888,"MARUTI SUZUKI INDIA LTD, ALTO LX",否,2,-1,8,0,1432,1226,0,0,
NH44P01SP,18:20:34.857,18:20:35.000,1,HR91C6648,"MARUTI SUZUKI INDIA LTD, FRONX DELTA+",否,2,-1,8,1,1693,1377,1908,2,20:35.9
NH44P01SP,17:32:13.816,17:32:14.200,1,0,,跳過,2,1,8,0,1186,1435,0,0,
NH44P01SP,17:32:13.826,17:32:13.800,1,HR45D8101,"BAJAJ AUTO LTD, BAJAJ MAXIMA CNG",是,2,3,8,0,1394,1867,0,0,
20:45.6,/RSUData/T0RawData/20260516/NH44P01SP/enforcement/2/18/20260516_18-20-45.600.jpg,HR51CB7469,20:47.5,/RSUData/T0RawData/20260516/NH44P01SP/rear/2/18/20260516_18-20-47.488.jpg,34161FA8203286141015E4A0,20:45.8,,,,,,,,,
NH44P01SP,18:23:24.473,18:23:24.800,0,DL1CAJ7989,"TOYOTA, INNOVA HYCROSS HYBRID ZX(7S)",否,2,1,8,6,2232,1572,2295,2,23:25.8
NH44P01SP,17:34:08.564,17:34:08.800,1,0,,跳過,2,-1,8,0,1426,1901,0,0,
NH44P01SP,18:27:33.325,18:27:33.400,0,HR37E8696,"TATA MOTORS LTD, TATA SIGNA 3125.T BSVI",否,2,1,8,6,2936,2904,2241,2,27:34.6
NH44P01SP,17:35:34.291,17:35:34.400,1,HR45E1870,"BAJAJ, BAJAJ MAXIMA Z CNG",是,2,3,8,0,1350,1639,0,0,
NH44P01SP,18:28:00.584,18:28:00.600,0,DL9CBG1294,"MARUTI SUZUKI INDIA LTD, S-PRESSO VXI (O) CNG",否,2,1,8,6,1410,1419,2241,2,28:01.5
NH44P01SP,17:36:41.731,17:36:42.000,1,0,,跳過,3,2,8,0,1378,1896,0,0,
NH44P01SP,18:28:24.404,18:28:24.800,1,0,,跳過,3,-1,8,6,1578,1326,2898,2,28:25.2
NH44P01SP,17:38:17.803,17:38:18.022,0,HR26ED5484,"HYUNDAI MOTOR INDIA LTD, SANTRO 1.1MT CNG MAGNA",否,2,-1,8,1,1732,1293,2574,2,38:19.0
NH44P01SP,18:28:33.142,18:28:33.200,0,KA51AG8215,"ASHOK LEYLAND LTD, GB2820/66 H CO",否,2,1,8,6,2780,3960,2349,2,28:33.4
NH44P01SP,17:38:56.849,17:38:57.087,1,DL8CAA4591,"HYUNDAI MOTOR INDIA LTD, SANTRO GL MET BS-1V",否,1,-1,8,0,1364,1259,0,0,
NH44P01SP,18:30:05.224,18:30:05.889,0,HR01AW2257,"MARUTI SUZUKI INDIA LTD, SWIFT DZIRE TOUR DIESEL BS4",否,3,2,8,6,1748,1347,2016,2,30:06.6
NH44P01SP,17:42:54.999,17:42:55.000,1,HR06AQ0496,"MARUTI SUZUKI INDIA LTD, MARUTI WAGON R GREEN LXI",否,2,1,8,0,1396,1376,0,0,
NH44P01SP,18:35:15.785,18:35:16.074,0,HR55AP4881,"TATA MOTORS LTD, WINGER FL 3488 HR AC SHELL",否,2,1,8,6,2048,2422,2574,2,35:15.9
NH44P01SP,17:46:12.427,17:46:12.400,1,HR67C7445,"BAJAJ AUTO LTD, BAJAJ MAXIMA CNG",是,2,-1,8,0,1356,1950,0,0,
NH44P01SP,18:35:17.560,18:35:17.600,0,HR91C0700,"MAHINDRA & MAHINDRA LIMITED, SCORPIO-N D MT 2WD Z8 7S",否,2,1,8,6,2026,1682,2187,2,35:18.6
NH44P01SP,18:36:11.308,18:36:11.400,1,PB65BJ1216,"HONDA, ACTIVA 125 DISC",否,2,3,8,6,1886,1930,1746,2,36:12.2
NH44P01SP,17:47:19.122,17:47:19.248,1,HR91C3455,"HERO, HF DELUXE (DRK)",是,3,2,8,0,1406,1903,0,0,
NH44P01SP,18:36:39.825,18:36:39.800,1,HR91A7206,"BAJAJ AUTO LTD, CT 110",是,2,3,8,6,2112,1862,2133,2,36:40.3
NH44P01SP,17:47:20.637,17:47:21.000,1,0,,跳過,2,3,8,0,1394,1799,0,0,
NH44P01SP,18:37:29.450,18:37:29.600,0,DL1GE5488,"TATA MOTORS LTD, 1912G LPT DCR45CBC 125B6M5",否,1,2,8,6,2580,3224,2241,2,37:30.1
NH44P01SP,17:52:06.426,17:52:06.800,1,0,,跳過,2,-1,8,0,1414,1930,0,0,
NH44P01SP,18:38:17.527,18:38:17.600,0,HR05BF4100,"MARUTI SUZUKI INDIA LTD, ERTIGA VXI CNG",否,2,1,8,6,1764,1534,2187,2,38:18.8
NH44P01SP,17:55:02.765,17:55:03.000,1,0,,跳過,2,-1,8,0,1434,1502,0,0,
NH44P01SP,18:40:45.915,18:40:46.000,1,PB39J0763,"MARUTI SUZUKI INDIA LTD, ERTIGA VXI CNG",否,2,1,8,6,1708,1530,2187,2,40:45.9
NH44P01SP,17:55:48.072,17:55:48.400,1,HR61F2302,"ASHOK LEYLAND LTD, NH4120/60 H CC",否,2,3,8,0,1360,1873,0,0,
NH44P01SP,18:43:28.377,18:43:28.400,0,HR01AH0162,"HYUNDAI MOTOR INDIA LTD, VERNA CRDI SX 1.6 BSIV",否,2,1,8,6,1920,1328,2574,2,43:29.1
NH44P01SP,17:59:39.880,17:59:40.148,1,0,,跳過,3,-1,8,0,1340,1761,0,0,
NH44P01SP,18:44:17.425,18:44:18.040,0,HR45C6617,"TATA MOTORS LTD, TATA ACE FACELIFT HT BS-IV",否,2,-1,8,6,1554,2134,2241,2,44:17.6
NH44P01SP,17:59:45.279,17:59:45.000,1,HR13J7301,"HYUNDAI, SANTRO GL BS IV",否,1,-1,8,0,1414,1271,0,0,
NH44P01SP,18:44:17.528,18:44:17.884,0,DL1VC4832,"FORCE MOTORS LIMITED, URBANIA",否,3,2,8,6,2620,2789,2844,2,44:17.9
NH44P01SP,18:04:33.082,18:04:32.800,1,0,,跳過,2,1,8,0,1402,1370,0,0,
NH44P01SP,18:44:30.848,18:44:31.000,0,HR69G5046,"TATA MOTORS LTD, ACE CNG 2.0 S CLB BSVI",否,2,-1,8,6,1725,2041,2241,2,44:30.9
NH44P01SP,18:05:36.843,18:05:37.139,1,0,,跳過,3,-1,8,0,1260,1347,0,0,
NH44P01SP,18:44:52.315,18:44:52.694,0,HR26BX9055,"HONDA CARS INDIA LTD, BRIO",否,2,1,8,6,1630,1330,2574,2,44:52.5
NH44P01SP,18:08:10.554,18:08:10.625,1,0,,跳過,3,2,8,0,1296,1632,0,0,
NH44P01SP,18:45:15.812,18:45:15.800,1,HR70E9773,"HONDA, HONDA CITY 1.5 V MT",否,1,2,8,6,1742,1320,2241,2,45:16.9
NH44P01SP,18:08:13.719,18:08:14.400,1,0,,跳過,3,-1,8,0,1384,1730,0,0,
NH44P01SP,18:46:04.836,18:46:05.000,0,PB12AH3672,"HYUNDAI MOTOR INDIA LTD, GRANDI10NIOS1.2MTKAPPASPORTZ",否,2,-1,8,6,1860,1330,2187,2,46:05.0
NH44P01SP,18:08:29.135,18:08:29.400,1,0,,跳過,3,2,8,0,1132,1478,0,0,
NH44P01SP,18:46:37.039,18:46:37.200,0,UP14GC9021,"HYUNDAI MOTOR INDIA LTD, AURA 1.2MT CNG SX",否,1,2,8,6,1592,1336,2403,2,46:37.6
NH44P01SP,18:09:45.929,18:09:46.200,1,0,,跳過,3,-1,8,0,1348,1615,0,0,
NH44P01SP,18:46:38.000,18:46:38.400,1,HR45D8558,"BAJAJ AUTO LTD, BAJAJ MAXIMA CNG",是,2,-1,8,6,1442,2047,2133,2,46:38.1
NH44P01SP,18:12:07.309,18:12:07.551,1,HR07AB9583,G****V,否,2,3,8,0,1168,1346,0,0,
NH44P01SP,18:47:31.161,18:47:31.400,1,HR45D0327,"BAJAJ, BAJAJ MAXIMA CARGO CNG",是,1,2,8,6,1644,2052,2628,2,47:31.5
NH44P01SP,18:13:03.076,18:13:03.400,1,0,,跳過,3,-1,8,0,1344,1644,0,0,
NH44P01SP,18:48:08.112,18:48:08.400,1,0,,跳過,3,2,8,6,1238,1508,2187,2,48:07.9
NH44P01SP,18:14:56.735,18:14:56.400,1,HR20AQ5552,"RENAULT INDIA PVT LTD, RENAULT KWID RXL",否,1,-1,8,0,1381,1139,0,0,
NH44P01SP,18:49:19.295,18:49:19.876,1,HR45D2215,"BAJAJ, BAJAJ MAXIMA CNG",是,2,1,8,6,1592,1877,2187,2,49:20.9
NH44P01SP,18:15:44.498,18:15:44.800,1,HR58C6372,"MARUTI SUZUKI INDIA LTD, TOUR S STD(O) CNG",否,2,3,8,0,1442,1853,0,0,
NH44P01SP,18:50:27.644,18:50:28.000,1,0,,跳過,3,2,8,6,1388,2197,1800,2,50:28.2
NH44P01SP,18:16:47.267,18:16:47.532,1,HR67E7798,"BAJAJ, BAJAJ MAXIMA Z CNG",是,2,-1,8,0,1350,1589,0,0,
026-05-16 18:53:45.8,/RSUData/T0RawData/20260516/NH44P01SP/enforcement/2/18/20260516_18-53-45.800.jpg,HR37F6434,53:48.5,/RSUData/T0RawData/20260516/NH44P01SP/rear/2/18/20260516_18-53-48.467.jpg,34161FA820328AA2CB5902C0,53:45.9,,,,,,,,,
NH44P01SP,18:53:55.373,18:53:55.400,0,UP32QR0219,"TOYOTA, INNOVA CRYSTA (GX, MT)",否,1,2,8,6,2044,1580,2736,2,53:55.4
NH44P01SP,18:17:25.586,18:17:25.849,1,HR69D2091,"BAJAJ AUTO LTD, BAJAJ MAXIMA Z CNG",是,3,2,8,0,1330,1589,0,0,
NH44P01SP,18:18:06.223,18:18:06.000,0,HR55AQ5662,"TATA, TATA SIGNA 4018.S BSVI",否,2,1,8,1,2976,4460,1854,2,18:08.9
NH44P01SP,19:00:48.398,19:00:48.400,0,HR06BN2619,"FORD, FORD ENDEAVOUR 2.2L TITANIUM 4",否,2,-1,8,6,2248,1635,2241,2,00:49.0
